SCENE,KEY,SENTENCE,END_TIME,SPEAKER,SHOW,Sarcasm,Sarcasm_Type,Implicit_Emotion,Explicit_Emotion,Valence,Arousal
1_S11E07_381,1_S11E07_381_c_0,"What do you want, Sheldon?",0:02.500000,-,BBT,,,,,,
1_S11E07_381,1_S11E07_381_c_1,I would like us to work together again.,0:05.130000,-,BBT,,,,,,
1_S11E07_381,1_S11E07_381_c_2,"I promise to keep my geology comments to myself,",0:08.510000,-,BBT,,,,,,
1_S11E07_381,1_S11E07_381_c_3,"because while some of them are funny, all of them are mean.",0:12.250000,-,BBT,,,,,,
1_S11E07_381,1_S11E07_381_c_4,"Well, this is awkward.",0:16.510000,-,BBT,,,,,,
1_S11E07_381,1_S11E07_381_c_5,"Leonard, what are you doing here?",0:24.180000,-,BBT,,,,,,
1_S11E07_381,1_S11E07_381_u,Bert asked for my help.,0:01.370000,LEONARD,BBT,0,NONE,Neutral,Neutral,5,5
1_S11E07_405,1_S11E07_405_c_0,"I mean, Ruchi's nice.",0:02.130000,-,BBT,,,,,,
1_S11E07_405,1_S11E07_405_c_1,We're just so different.,0:03.305000,-,BBT,,,,,,
1_S11E07_405,1_S11E07_405_c_2,"I know. Sometimes when you're dating,",0:04.870000,-,BBT,,,,,,
1_S11E07_405,1_S11E07_405_c_3,you meet weird people.,0:06.070000,-,BBT,,,,,,
1_S11E07_405,1_S11E07_405_c_4,I once met a girl who didn't like juggling.,0:08.270000,-,BBT,,,,,,
1_S11E07_405,1_S11E07_405_u,And she still doesn't.,0:02.770000,BERNADETTE,BBT,0,NONE,Happiness,Happiness,6,6
1_S11E07_415,1_S11E07_415_c_0,So you're not gonna see her again?,0:02.230000,-,BBT,,,,,,
1_S11E07_415,1_S11E07_415_c_1,What's the point?,0:03.440000,-,BBT,,,,,,
1_S11E07_415,1_S11E07_415_c_2,We're never gonna be in a real relationship.,0:05.370000,-,BBT,,,,,,
1_S11E07_415,1_S11E07_415_c_3,"Right, so you'll only be in a physical one?",0:07.150000,-,BBT,,,,,,
1_S11E07_415,1_S11E07_415_c_4,Exactly.,0:08.370000,-,BBT,,,,,,
1_S11E07_415,1_S11E07_415_c_5,Why would I want to spend time with someone like that?,0:10.480000,-,BBT,,,,,,
1_S11E07_415,1_S11E07_415_c_6,Someone who is just interested in sex?,0:13.110000,-,BBT,,,,,,
1_S11E07_415,1_S11E07_415_c_7,Yeah.,0:15.620000,-,BBT,,,,,,
1_S11E07_415,1_S11E07_415_c_8,"Raj, do you real... Whoa, hold on.",0:17.560000,-,BBT,,,,,,
1_S11E07_415,1_S11E07_415_u,Give him a chance. He's gonna get this.,0:02.760000,HOWARD,BBT,0,NONE,Excitement,Excitement,5,5
1_S11E08_005,1_S11E08_005_c_0,Can we start the movie?,0:01.600000,-,BBT,,,,,,
1_S11E08_005,1_S11E08_005_c_1,Before Sheldon gets here?,0:03.175000,-,BBT,,,,,,
1_S11E08_005,1_S11E08_005_c_2,"Last time we did that, he didn't talk to us for a month.",0:06.100000,-,BBT,,,,,,
1_S11E08_005,1_S11E08_005_c_3,So do it!,0:08.780000,-,BBT,,,,,,
1_S11E08_005,1_S11E08_005_c_4,Hold on. Where is he?,0:10.280000,-,BBT,,,,,,
1_S11E08_005,1_S11E08_005_u,"Well, according to his text, he was on the second floor, then he stopped to tie his shoe.",0:06.170000,LEONARD,BBT,0,NONE,Frustration,Frustration,4,6
1_S11E08_113,1_S11E08_113_c_0,Hey. Hi.,0:01.260000,-,BBT,,,,,,
1_S11E08_113,1_S11E08_113_c_1,"Hey, what are you two doing here?",0:02.460000,-,BBT,,,,,,
1_S11E08_113,1_S11E08_113_c_2,RUCHI: We won't stay long.,0:03.500000,-,BBT,,,,,,
1_S11E08_113,1_S11E08_113_c_3,I just wanted to drop something off,0:05.160000,-,BBT,,,,,,
1_S11E08_113,1_S11E08_113_c_4,from me and the girls at work.,0:06.670000,-,BBT,,,,,,
1_S11E08_113,1_S11E08_113_c_5,None of the girls at work like me enough to get me a gift.,0:09.670000,-,BBT,,,,,,
1_S11E08_113,1_S11E08_113_c_6,"Okay, so you'll know why everyone at the office",0:11.870000,-,BBT,,,,,,
1_S11E08_113,1_S11E08_113_c_7,has the same handwriting.,0:13.410000,-,BBT,,,,,,
1_S11E08_113,1_S11E08_113_c_8,"I really appreciate the thought,",0:15.770000,-,BBT,,,,,,
1_S11E08_113,1_S11E08_113_c_9,but it's not necessary. I'll be back soon.,0:18.320000,-,BBT,,,,,,
1_S11E08_113,1_S11E08_113_c_10,Don't worry about work. You take all the time you need.,0:21.220000,-,BBT,,,,,,
1_S11E08_113,1_S11E08_113_u,"Yeah, just turn off your brain and let your uterus do its magic.",0:04.060000,RAJ,BBT,0,NONE,Happiness,Happiness,6,6
1_S11E08_137,1_S11E08_137_c_0,Why would the military want Sheldon?,0:02.630000,HOWARD,BBT,,,,,,
1_S11E08_137,1_S11E08_137_u,I don't know. Target practice?,0:3.37,LEONARD,BBT,1,PRO,Ridicule,Neutral,3,7
1_S11E08_142,1_S11E08_142_c_0,"Well, he better not be working on our guidance system.",0:02.900000,-,BBT,,,,,,
1_S11E08_142,1_S11E08_142_c_1,That was my idea.,0:04.310000,-,BBT,,,,,,
1_S11E08_142,1_S11E08_142_c_2,Why don't we call Colonel Williams,0:05.740000,-,BBT,,,,,,
1_S11E08_142,1_S11E08_142_c_3,and find out what's going on.,0:07.270000,-,BBT,,,,,,
1_S11E08_142,1_S11E08_142_u,Great. I want answers and he'd better give them to us.,0:03.300000,HOWARD,BBT,0,NONE,Frustration,Frustration,4,6
1_S11E08_195,1_S11E08_195_c_0,What do you want to watch?,0:01.770000,-,BBT,,,,,,
1_S11E08_195,1_S11E08_195_c_1,"Oh, why don't you pick.",0:03.470000,-,BBT,,,,,,
1_S11E08_195,1_S11E08_195_c_2,"Okay, how about comedy?",0:05.400000,-,BBT,,,,,,
1_S11E08_195,1_S11E08_195_c_3,"Eh, I already laughed today.",0:08.080000,-,BBT,,,,,,
1_S11E08_195,1_S11E08_195_u,I know. It was when I stubbed my toe.,0:04.240000,AMY,BBT,0,NONE,Sadness,Sadness,4,6
1_S11E08_217,1_S11E08_217_c_0,Sheldon went to the Air Force behind our backs.,0:02.900000,-,BBT,,,,,,
1_S11E08_217,1_S11E08_217_c_1,I did nothing of the sort.,0:04.600000,-,BBT,,,,,,
1_S11E08_217,1_S11E08_217_c_2,I had an idea,0:05.910000,-,BBT,,,,,,
1_S11E08_217,1_S11E08_217_c_3,"for a neutrino-based communication system,",0:07.550000,-,BBT,,,,,,
1_S11E08_217,1_S11E08_217_c_4,"I presented it to them, and they were interested.",0:10.270000,-,BBT,,,,,,
1_S11E08_217,1_S11E08_217_c_5,But y-your communication system,0:12.180000,-,BBT,,,,,,
1_S11E08_217,1_S11E08_217_c_6,was based on our guidance system.,0:14.480000,-,BBT,,,,,,
1_S11E08_217,1_S11E08_217_c_7,And sonar is based on bats.,0:16.180000,-,BBT,,,,,,
1_S11E08_217,1_S11E08_217_c_8,You don't see them hanging upside down,0:18.050000,-,BBT,,,,,,
1_S11E08_217,1_S11E08_217_c_9,in a patent attorney's office.,0:20.150000,-,BBT,,,,,,
1_S11E08_217,1_S11E08_217_u,"You know what, you like to think that you're just like Tesla, but the truth is you're exactly like Edison.",0:05.740000,LEONARD,BBT,0,NONE,Anger,Anger,4,6
1_S11E08_283,1_S11E08_283_c_0,So it turns out Ruchi is totally,0:02.300000,-,BBT,,,,,,
1_S11E08_283,1_S11E08_283_c_1,trying to take over Bernadette's projects.,0:04.130000,-,BBT,,,,,,
1_S11E08_283,1_S11E08_283_c_2,"Wow, she just told you that out of the blue?",0:06.210000,-,BBT,,,,,,
1_S11E08_283,1_S11E08_283_c_3,"Yeah, yeah, we had just made love.",0:08.180000,-,BBT,,,,,,
1_S11E08_283,1_S11E08_283_c_4,It was so beautiful.,0:10.050000,-,BBT,,,,,,
1_S11E08_283,1_S11E08_283_c_5,Our caramel-colored bodies,0:12.620000,-,BBT,,,,,,
1_S11E08_283,1_S11E08_283_c_6,were entwined like erotic taffy...,0:14.980000,-,BBT,,,,,,
1_S11E08_283,1_S11E08_283_u,Get to the point! Oh.,0:01.830000,PENNY,BBT,0,NONE,Anger,Anger,3,7
1_S11E08_305,1_S11E08_305_c_0,"You know, that guidance system was my idea.",0:02.300000,-,BBT,,,,,,
1_S11E08_305,1_S11E08_305_c_1,You figured out how to make it work.,0:03.460000,-,BBT,,,,,,
1_S11E08_305,1_S11E08_305_c_2,We didn't even need Sheldon.,0:04.830000,-,BBT,,,,,,
1_S11E08_305,1_S11E08_305_c_3,Let's not forget your idea was based on my theory.,0:07.710000,-,BBT,,,,,,
1_S11E08_305,1_S11E08_305_c_4,"Hey, we're bagging on Sheldon here! Focus!",0:12.380000,-,BBT,,,,,,
1_S11E08_305,1_S11E08_305_c_5,I guess it was pretty smart using our quantum technology,0:15.510000,-,BBT,,,,,,
1_S11E08_305,1_S11E08_305_c_6,as the basis for a communication system.,0:17.355000,-,BBT,,,,,,
1_S11E08_305,1_S11E08_305_u,Be even better if he swapped out the helium for xenon.,0:02.924000,LEONARD,BBT,0,NONE,Neutral,Neutral,5,5
1_S11E08_351,1_S11E08_351_c_0,So what do you think? Can you make it work?,0:02.470000,-,BBT,,,,,,
1_S11E08_351,1_S11E08_351_c_1,"Uh, I just need to use the cross section",0:04.610000,-,BBT,,,,,,
1_S11E08_351,1_S11E08_351_c_2,to calculate the probability of the interaction.,0:07.240000,-,BBT,,,,,,
1_S11E08_351,1_S11E08_351_c_3,Can we help?,0:08.800000,-,BBT,,,,,,
1_S11E08_351,1_S11E08_351_u,Yes. Why don't you run get me a can of Pringles.,0:03.870000,OTHER,BBT,0,NONE,Neutral,Neutral,5,5
1_S11E08_428,1_S11E08_428_c_0,Why did you tell Barry Kripke your idea?,0:02.570000,-,BBT,,,,,,
1_S11E08_428,1_S11E08_428_c_1,This is all your fault.,0:04.040000,-,BBT,,,,,,
1_S11E08_428,1_S11E08_428_c_2,"No, it's your fault.",0:05.100000,-,BBT,,,,,,
1_S11E08_428,1_S11E08_428_c_3,"If you would've come to us in the beginning,",0:06.980000,-,BBT,,,,,,
1_S11E08_428,1_S11E08_428_c_4,none of this would've happened.,0:08.450000,-,BBT,,,,,,
1_S11E08_428,1_S11E08_428_c_5,"Well, if it helps, you all behaved terribly",0:10.280000,-,BBT,,,,,,
1_S11E08_428,1_S11E08_428_c_6,and you deserve what you got.,0:12.180000,-,BBT,,,,,,
1_S11E08_428,1_S11E08_428_u,"Well, that doesn't help at all.",0:02.670000,SHELDON,BBT,0,NONE,Neutral,Neutral,5,5
1_S11E10_009,1_S11E10_009_c_0,This was a good idea.,0:01.033000,-,BBT,,,,,,
1_S11E10_009,1_S11E10_009_c_1,It's been a long time since we've had girls' night.,0:02.201000,-,BBT,,,,,,
1_S11E10_009,1_S11E10_009_c_2,"Yeah, it's so nice to have a relaxing evening",0:04.203000,-,BBT,,,,,,
1_S11E10_009,1_S11E10_009_c_3,at home doing nothing.,0:06.471000,-,BBT,,,,,,
1_S11E10_009,1_S11E10_009_c_4,"Yeah, really breaks up the other 30 days",0:08.507000,-,BBT,,,,,,
1_S11E10_009,1_S11E10_009_c_5,I've spent on bed rest doing nothing.,0:10.576000,-,BBT,,,,,,
1_S11E10_009,1_S11E10_009_c_6,"Well, tonight we're gonna make you forget all that.",0:14.146000,-,BBT,,,,,,
1_S11E10_009,1_S11E10_009_c_7,You're gonna make me forget I've been stuck in bed,0:16.048000,-,BBT,,,,,,
1_S11E10_009,1_S11E10_009_c_8,while a baby uses my bladder as a kickball?,0:19.585000,-,BBT,,,,,,
1_S11E10_009,1_S11E10_009_u,"(knocking) Hey, you had unprotected sex with Howard. You deserve to be miserable.",0:05.737000,PENNY,BBT,0,NONE,Disgust,Disgust,4,6
1_S11E10_062,1_S11E10_062_c_0,You and Amy having fun planning your wedding?,0:02.201000,-,BBT,,,,,,
1_S11E10_062,1_S11E10_062_c_1,We're employing a mathematical approach,0:05.304000,-,BBT,,,,,,
1_S11E10_062,1_S11E10_062_c_2,"called decision theory, so, heck, yeah.",0:10.042000,-,BBT,,,,,,
1_S11E10_062,1_S11E10_062_c_3,"Heck, yeah?",0:11.977000,-,BBT,,,,,,
1_S11E10_062,1_S11E10_062_c_4,Looks like someone need to put a dollar in the almost-swear jar.,0:16.381000,-,BBT,,,,,,
1_S11E10_062,1_S11E10_062_c_5,"We've assigned all wedding decisions randomly,",0:18.584000,-,BBT,,,,,,
1_S11E10_062,1_S11E10_062_c_6,and each of us makes half of them.,0:20.686000,-,BBT,,,,,,
1_S11E10_062,1_S11E10_062_c_7,"You know, from venue to officiant",0:22.788000,-,BBT,,,,,,
1_S11E10_062,1_S11E10_062_c_8,to numbering system for the tables: Roman or Dewey Decimal.,0:27.893000,-,BBT,,,,,,
1_S11E10_062,1_S11E10_062_u,Why not hexadecimal?,0:01.600000,LEONARD,BBT,0,NONE,Neutral,Neutral,5,5
1_S11E10_143,1_S11E10_143_c_0,I'm so sorry the interview didn't go well.,0:02.001000,-,BBT,,,,,,
1_S11E10_143,1_S11E10_143_c_1,"Yeah, you would've been perfect for it.",0:03.602000,-,BBT,,,,,,
1_S11E10_143,1_S11E10_143_c_2,"Oh, I just get so nervous,",0:05.471000,-,BBT,,,,,,
1_S11E10_143,1_S11E10_143_c_3,"and then I start apologizing for being nervous, and...",0:07.573000,-,BBT,,,,,,
1_S11E10_143,1_S11E10_143_c_4,You guys don't want to hear about this. I'm sorry.,0:10.309000,-,BBT,,,,,,
1_S11E10_143,1_S11E10_143_u,Stop apologizing!,0:01.100000,PENNY,BBT,0,NONE,Neutral,Neutral,5,5
1_S11E10_228,1_S11E10_228_c_0,Why not? 15 years of constant ridicule. I-I think,0:04.270000,RAJ,BBT,,,,,,
1_S11E10_228,1_S11E10_228_c_1,our relationship has become toxic.,0:06.238000,RAJ,BBT,,,,,,
1_S11E10_228,1_S11E10_228_c_2,"Uh, what are you saying?",0:08.274000,HOWARD,BBT,,,,,,
1_S11E10_228,1_S11E10_228_c_3,I think you and I need to spend some time away from each other.,0:12.211000,RAJ,BBT,,,,,,
1_S11E10_228,1_S11E10_228_c_4,"Look, I... I can see you're upset, but...",0:18.117000,HOWARD,BBT,,,,,,
1_S11E10_228,1_S11E10_228_c_5,"I'm gonna need some ground rules. I mean,",0:21.754000,HOWARD,BBT,,,,,,
1_S11E10_228,1_S11E10_228_u,"while we're apart, can I see other needy Indian men?",0:3.603999,HOWARD,BBT,1,PRO,Ridicule,Sadness,2,8
1_S11E10_240,1_S11E10_240_c_0,Neither of them will be the actual cake.,0:01.967000,SHELDON,BBT,,,,,,
1_S11E10_240,1_S11E10_240_c_1,I'm just using it as a bargaining chip,0:03.969000,SHELDON,BBT,,,,,,
1_S11E10_240,1_S11E10_240_c_2,to get Amy to agree to the whole wedding party getting rings from wheelchairs to robots.,0:11.444000,SHELDON,BBT,,,,,,
1_S11E10_240,1_S11E10_240_u,"I forget, which mental hospital are you guys registered at?",0:6.705999,HOWARD,BBT,1,ILL,Ridicule,Neutral,3,7
1_S11E10_249,1_S11E10_249_c_0,Really?,0:01.300000,-,BBT,,,,,,
1_S11E10_249,1_S11E10_249_c_1,You're not gonna sit here?,0:02.701000,-,BBT,,,,,,
1_S11E10_249,1_S11E10_249_c_2,I'll sit there as soon as you leave.,0:05.771000,-,BBT,,,,,,
1_S11E10_249,1_S11E10_249_c_3,You're still on this?,0:07.506000,-,BBT,,,,,,
1_S11E10_249,1_S11E10_249_c_4,I said sorry.,0:09.174000,-,BBT,,,,,,
1_S11E10_249,1_S11E10_249_c_5,"Well, ""sorry"" doesn't make up for years of emotional abuse.",0:12.444000,-,BBT,,,,,,
1_S11E10_249,1_S11E10_249_u,"(sighs) Well, what's it gonna take? You want half my sandwich?",0:05.438000,HOWARD,BBT,0,NONE,Sadness,Sadness,4,6
1_S11E10_297,1_S11E10_297_c_0,Hey. You look good today.,0:02.635000,-,BBT,,,,,,
1_S11E10_297,1_S11E10_297_c_1,What happened? What's wrong?,0:04.570000,-,BBT,,,,,,
1_S11E10_297,1_S11E10_297_c_2,Just tell me. I can take it.,0:07.306000,-,BBT,,,,,,
1_S11E10_297,1_S11E10_297_c_3,"Nothing. I felt bad about being mean to you,",0:10.442000,-,BBT,,,,,,
1_S11E10_297,1_S11E10_297_c_4,so I'm being nice.,0:12.011000,-,BBT,,,,,,
1_S11E10_297,1_S11E10_297_u,"Oh, okay. Sorry. I wasn't ready for it. Try again.",0:03.468000,HOWARD,BBT,0,NONE,Sadness,Sadness,4,4
1_S11E10_309,1_S11E10_309_c_0,"Hello, friends!.",0:01.734000,RAJ,BBT,,,,,,
1_S11E10_309,1_S11E10_309_c_1,"Hey, what's going on with your hair?",0:03.369000,LEONARD,BBT,,,,,,
1_S11E10_309,1_S11E10_309_c_2,"Uh, nothing. I just decided to stop straightening it.",0:06.038000,RAJ,BBT,,,,,,
1_S11E10_309,1_S11E10_309_c_3,"Wait, so you were making your hair look like that on purpose?",0:10.076000,PENNY,BBT,,,,,,
1_S11E10_309,1_S11E10_309_c_4,"When I first moved to America, I wanted to fit in.",0:13.746000,RAJ,BBT,,,,,,
1_S11E10_309,1_S11E10_309_c_5,"And Howard's hair was straight, and he was the coolest person I knew.",0:16.749000,RAJ,BBT,,,,,,
1_S11E10_309,1_S11E10_309_u,Then you never saw any other people?,0:2.736000,PENNY,BBT,1,PRO,Disgust,Surprise,3,7
1_S11E10_337,1_S11E10_337_c_0,"Hey, Howard. Hey.",0:01.800000,-,BBT,,,,,,
1_S11E10_337,1_S11E10_337_c_1,Where is everybody?,0:02.968000,-,BBT,,,,,,
1_S11E10_337,1_S11E10_337_c_2,I could ask you the same question.,0:04.403000,-,BBT,,,,,,
1_S11E10_337,1_S11E10_337_u,"Wow, this conversation got mean fast.",0:03.135000,STUART,BBT,0,NONE,Sadness,Sadness,4,6
1_S11E10_432,1_S11E10_432_c_0,Wow. I never knew science could be so interesting.,0:02.334000,-,BBT,,,,,,
1_S11E10_432,1_S11E10_432_c_1,"Hey, I talk to you about science all the time.",0:04.804000,-,BBT,,,,,,
1_S11E10_432,1_S11E10_432_c_2,"Oh, you sure do, sweetie.",0:06.539000,-,BBT,,,,,,
1_S11E10_432,1_S11E10_432_c_3,Should we go congratulate him?,0:10.342000,-,BBT,,,,,,
1_S11E10_432,1_S11E10_432_c_4,I'll do better than that-- I'll give him constructive criticism.,0:13.512000,-,BBT,,,,,,
1_S11E10_432,1_S11E10_432_c_5,Here's some constructive criticism: don't.,0:17.617000,-,BBT,,,,,,
1_S11E10_432,1_S11E10_432_u,I'll catch up with you guys. Okay.,0:02.001000,LEONARD,BBT,0,NONE,Neutral,Neutral,5,5
1_S11E10_461,1_S11E10_461_c_0,"If there is life beneath the surface of these planets,",0:01.967000,-,BBT,,,,,,
1_S11E10_461,1_S11E10_461_c_1,how would we even detect it?,0:03.735000,-,BBT,,,,,,
1_S11E10_461,1_S11E10_461_c_2,"Uh, that's a complicated question.",0:06.171000,-,BBT,,,,,,
1_S11E10_461,1_S11E10_461_c_3,Let me start with a simpler one.,0:07.839000,-,BBT,,,,,,
1_S11E10_461,1_S11E10_461_c_4,Can I buy you a coffee?,0:09.841000,-,BBT,,,,,,
1_S11E10_461,1_S11E10_461_c_5,A-Also a complicated question. (chuckles nervously),0:12.644000,-,BBT,,,,,,
1_S11E10_461,1_S11E10_461_c_6,"Because I want to say yes, but if I drink coffee this late,",0:15.113000,-,BBT,,,,,,
1_S11E10_461,1_S11E10_461_c_7,then I'll be up all night.,0:16.581000,-,BBT,,,,,,
1_S11E10_461,1_S11E10_461_u,"Decaf, genius. (clears throat)",0:02.301000,PENNY,BBT,0,NONE,Neutral,Neutral,5,4
1_S11E11_024,1_S11E11_024_c_0,"Oh, Stuart, two questions:",0:02.601000,-,BBT,,,,,,
1_S11E11_024,1_S11E11_024_c_1,"Do you have the new Aquaman,",0:04.536000,-,BBT,,,,,,
1_S11E11_024,1_S11E11_024_c_2,and do you mind if I use your back room to smoke some meat?,0:09.574000,-,BBT,,,,,,
1_S11E11_024,1_S11E11_024_c_3,"Well, since it's you asking,",0:11.977000,-,BBT,,,,,,
1_S11E11_024,1_S11E11_024_c_4,I'm gonna guess that's not a euphemism.,0:15.581000,-,BBT,,,,,,
1_S11E11_024,1_S11E11_024_u,Why are you smoking meat?,0:01.300000,HOWARD,BBT,0,NONE,Neutral,Neutral,5,5
1_S11E11_055,1_S11E11_055_c_0,You're a grown man; act like it.,0:03.235000,-,BBT,,,,,,
1_S11E11_055,1_S11E11_055_c_1,Big talk coming from a guy holding an Archie comic book.,0:06.972000,-,BBT,,,,,,
1_S11E11_055,1_S11E11_055_c_2,"Hey, werewolf Jughead is not your dad's Jughead.",0:10.208000,-,BBT,,,,,,
1_S11E11_055,1_S11E11_055_c_3,"Come on, you guys have been friends forever. Quit fighting.",0:13.745000,-,BBT,,,,,,
1_S11E11_055,1_S11E11_055_u,"I have an extra ticket to the opening of The Last Jedi tonight. It was gonna be Howard's, but you can have it.",0:05.170000,RAJ,BBT,0,NONE,Anger,Anger,3,6
1_S11E11_077,1_S11E11_077_c_0,"Mm, I'm in. (gasps) Me, too.",0:01.633000,-,BBT,,,,,,
1_S11E11_077,1_S11E11_077_c_1,It'll be nice to see the parts I missed while I was blinking.,0:05.370000,-,BBT,,,,,,
1_S11E11_077,1_S11E11_077_c_2,"Hey, guys, there's a change of plans.",0:07.372000,-,BBT,,,,,,
1_S11E11_077,1_S11E11_077_c_3,We are having a party for Halley's birthday after all.,0:09.675000,-,BBT,,,,,,
1_S11E11_077,1_S11E11_077_c_4,"Turns out Bernadette and ""anyone who's not a heartless monster""",0:14.179000,-,BBT,,,,,,
1_S11E11_077,1_S11E11_077_c_5,thinks that's the right thing to do.,0:16.381000,-,BBT,,,,,,
1_S11E11_077,1_S11E11_077_c_6,"I don't like kids, but I do like birthday cake.",0:19.218000,-,BBT,,,,,,
1_S11E11_077,1_S11E11_077_c_7,"Oh, wait, will there be sugary icing flowers on it?",0:22.387000,-,BBT,,,,,,
1_S11E11_077,1_S11E11_077_u,I don't know.,0:00.833000,HOWARD,BBT,0,NONE,Neutral,Neutral,5,5
1_S11E11_098,1_S11E11_098_c_0,Hey.,0:01.366000,-,BBT,,,,,,
1_S11E11_098,1_S11E11_098_c_1,Hey. What you reading?,0:02.801000,-,BBT,,,,,,
1_S11E11_098,1_S11E11_098_c_2,"Oh, it's your brother's Christmas letter.",0:04.303000,-,BBT,,,,,,
1_S11E11_098,1_S11E11_098_c_3,Ugh.,0:05.604000,-,BBT,,,,,,
1_S11E11_098,1_S11E11_098_c_4,If there's a picture of his wife and his kids,0:08.006000,-,BBT,,,,,,
1_S11E11_098,1_S11E11_098_c_5,"and his dogs and his horses all in matching pajamas,",0:11.176000,-,BBT,,,,,,
1_S11E11_098,1_S11E11_098_c_6,I beg you to burn it.,0:13.045000,-,BBT,,,,,,
1_S11E11_098,1_S11E11_098_u,"Aw, the people's pajamas have little horses on them, and the horses' have little people.",0:05.937000,PENNY,BBT,0,NONE,Happiness,Neutral,6,5
1_S11E11_127,1_S11E11_127_c_0,"Hey, Stuart, you're coming to Halley's party, right?",0:04.970000,-,BBT,,,,,,
1_S11E11_127,1_S11E11_127_c_1,You bet.,0:06.071000,-,BBT,,,,,,
1_S11E11_127,1_S11E11_127_c_2,"Plus, I live there and I was invited,",0:08.139000,-,BBT,,,,,,
1_S11E11_127,1_S11E11_127_c_3,so it's already better than my tenth birthday party.,0:11.176000,-,BBT,,,,,,
1_S11E11_127,1_S11E11_127_u,Great. Can you bring a few things?,0:02.734000,HOWARD,BBT,0,NONE,Neutral,Neutral,5,5
1_S11E11_182,1_S11E11_182_c_0,Hey. What are you doing?,0:01.700000,-,BBT,,,,,,
1_S11E11_182,1_S11E11_182_c_1,"Oh, I've decided to write my own Christmas letter.",0:04.136000,-,BBT,,,,,,
1_S11E11_182,1_S11E11_182_c_2,So I'm gonna make a list,0:05.571000,-,BBT,,,,,,
1_S11E11_182,1_S11E11_182_c_3,of all the cool things we did this year.,0:07.406000,-,BBT,,,,,,
1_S11E11_182,1_S11E11_182_u,"Oh, fun. Can I help?",0:02.100000,PENNY,BBT,0,NONE,Happiness,Happiness,6,6
1_S11E11_217,1_S11E11_217_c_0,"Look, I'm sorry about not inviting you",0:01.633000,-,BBT,,,,,,
1_S11E11_217,1_S11E11_217_c_1,to Halley's birthday. That wasn't cool.,0:03.869000,-,BBT,,,,,,
1_S11E11_217,1_S11E11_217_c_2,And of course we would love to have you. Here.,0:06.238000,-,BBT,,,,,,
1_S11E11_217,1_S11E11_217_c_3,Thank you.,0:08.740000,-,BBT,,,,,,
1_S11E11_217,1_S11E11_217_c_4,I'd really like to be there.,0:10.275000,-,BBT,,,,,,
1_S11E11_217,1_S11E11_217_u,"Great, 'cause it's tomorrow, and I need you to plan it.",0:03.669000,HOWARD,BBT,0,NONE,Excitement,Excitement,6,7
1_S11E11_301,1_S11E11_301_c_0,Morning.,0:01.700000,-,BBT,,,,,,
1_S11E11_301,1_S11E11_301_c_1,Morning.,0:03.668000,-,BBT,,,,,,
1_S11E11_301,1_S11E11_301_c_2,"""Kept Fern alive""? Who's Fern?",0:05.971000,-,BBT,,,,,,
1_S11E11_301,1_S11E11_301_u,"No, the fern. The one in the bathroom.",0:02.735000,LEONARD,BBT,0,NONE,Neutral,Neutral,5,5
1_S11E11_343,1_S11E11_343_c_0,BERNADETTE: How's the party coming? Good!,0:02.300000,-,BBT,,,,,,
1_S11E11_343,1_S11E11_343_c_1,Great! Our friends should be here any second!,0:05.137000,-,BBT,,,,,,
1_S11E11_343,1_S11E11_343_c_2,Those are the only other people you invited?,0:08.306000,-,BBT,,,,,,
1_S11E11_343,1_S11E11_343_c_3,What about the kids from the Daddy and Me class?,0:11.109000,-,BBT,,,,,,
1_S11E11_343,1_S11E11_343_u,"Oh, grow up.",0:01.033000,HOWARD,BBT,0,NONE,Neutral,Neutral,5,5
1_S11E11_403,1_S11E11_403_c_0,Hello.,0:01.033000,-,BBT,,,,,,
1_S11E11_403,1_S11E11_403_c_1,Hi. You made it.,0:02.434000,-,BBT,,,,,,
1_S11E11_403,1_S11E11_403_c_2,How you two feeling?,0:04.102000,-,BBT,,,,,,
1_S11E11_403,1_S11E11_403_c_3,"Oh, a little better.",0:05.103000,-,BBT,,,,,,
1_S11E11_403,1_S11E11_403_c_4,Those books should have been called,0:06.371000,-,BBT,,,,,,
1_S11E11_403,1_S11E11_403_c_5,Little Outhouse on the Prairie.,0:08.073000,-,BBT,,,,,,
1_S11E11_403,1_S11E11_403_c_6,BERNADETTE: Halley's awake and ready for her party!,0:11.476000,-,BBT,,,,,,
1_S11E11_403,1_S11E11_403_c_7,Be right up!,0:12.544000,-,BBT,,,,,,
1_S11E11_403,1_S11E11_403_u,"Ooh, I want to see the birthday girl.",0:01.600000,PENNY,BBT,0,NONE,Excitement,Excitement,7,8
1_S11E12_038,1_S11E12_038_c_0,"Hey, just-just hold the gate still while I screw it in.",0:03.970000,RAJ,BBT,,,,,,
1_S11E12_038,1_S11E12_038_c_1,"You know, I don't know how I feel",0:05.405000,SHELDON,BBT,,,,,,
1_S11E12_038,1_S11E12_038_c_2,about all this baby-proofing.,0:06.539000,SHELDON,BBT,,,,,,
1_S11E12_038,1_S11E12_038_c_3,"If Halley can't teach herself to walk down the stairs,",0:09.142000,SHELDON,BBT,,,,,,
1_S11E12_038,1_S11E12_038_c_4,then maybe that's nature's way of saying the Wolowitz line ends here.,0:13.513000,SHELDON,BBT,,,,,,
